name,size,price,url
Kia Ora Signature Marlborough Sauvignon Blanc,750ml,15.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/kia-ora-signature-marlborough-sauvignon-blanc/p/213620750?s=2201&igrules=true
Kaleidoscope Red Blend California,750ml,13.99,https://www.totalwine.com/wine/new-arrivals/deals/red-wine/red-blend/kaleidoscope-red-blend-california/p/151465750?s=2201&igrules=true
Mascota Vineyards Unanime Signature Cabernet Sauvignon,750ml,34.99,https://www.totalwine.com/wine/new-arrivals/deals/red-wine/cabernet-sauvignon/mascota-vineyards-unanime-signature-cabernet-sauvignon/p/230220750?s=2201&igrules=true
Double Black Zinfandel Paso Robles,750ml,13.99,https://www.totalwine.com/wine/red-wine/zinfandel/double-black-zinfandel-paso-robles/p/173542750?s=2201&igrules=true
Cruz Alta Malbec Reserve,750ml,12.99,https://www.totalwine.com/wine/deals/red-wine/malbec/cruz-alta-malbec-reserve/p/1989750?s=2201&igrules=true
River Road Chardonnay Double Oaked,750ml,16.99,https://www.totalwine.com/wine/white-wine/chardonnay/river-road-chardonnay-double-oaked/p/188030750?s=2201&igrules=true
Bougrier Loire Sauvignon Blanc,750ml,13.99,https://www.totalwine.com/wine/deals/white-wine/sauvignon-blanc/bougrier-loire-sauvignon-blanc/p/103168750?s=2201&igrules=true
Mina Mesa Hazeline Reserve,750ml,14.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/mina-mesa-hazeline-reserve/p/233553750?s=2201&igrules=true
La Vostra Prosecco Rose,750ml,10.99,https://www.totalwine.com/wine/champagne-sparkling-wine/prosecco/rose/la-vostra-prosecco-rose/p/231170750?s=2201&igrules=true
Laudato Pinot Grigio,750ml,16.99,https://www.totalwine.com/wine/new-arrivals/white-wine/pinot-grigio-pinot-gris/laudato-pinot-grigio/p/219512750?s=2201&igrules=true
Cherrycream Pinot Noir California,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/cherrycream-pinot-noir-california/p/223998750?s=2201&igrules=true
Tesoro della Regina Prosecco Rose,750ml,16.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/prosecco/rose/tesoro-della-regina-prosecco-rose/p/231154750?s=2201&igrules=true
Angeline Pinot Noir Russian River Valley,750ml,22.99,https://www.totalwine.com/wine/red-wine/pinot-noir/angeline-pinot-noir-russian-river-valley/p/223961750?s=2201&igrules=true
Firebrand Chardonnay Reserve,750ml,12.99,https://www.totalwine.com/wine/white-wine/chardonnay/firebrand-chardonnay-reserve/p/219809750?s=2201&igrules=true
Ryer Estate Cabernet Sauvignon California,750ml,9.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/ryer-estate-cabernet-sauvignon-california/p/232857750?s=2201&igrules=true
Latimer Ranch Pinot Noir Russian River Valley,750ml,27.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/latimer-ranch-pinot-noir-russian-river-valley/p/223989750?s=2201&igrules=true
Chateau De La Huste Fronsac,750ml,24.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-la-huste-fronsac/p/135718750?s=2201&igrules=true
D'Autrefois Reserve Pinot Noir,750ml,15.99,https://www.totalwine.com/wine/red-wine/pinot-noir/dautrefois-reserve-pinot-noir/p/103169750?s=2201&igrules=true
Crimson Ranch Cabernet Sauvignon,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/crimson-ranch-cabernet-sauvignon/p/151466750?s=2201&igrules=true
Staete Landt Map Maker Sauv Blanc,750ml,14.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/staete-landt-map-maker-sauv-blanc/p/178738750?s=2201&igrules=true
Cruz Alta Cabernet Sauvignon Reserve,750ml,12.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/cruz-alta-cabernet-sauvignon-reserve/p/1988750?s=2201&igrules=true
Luc Pirlet Cabernet Sauvignon Reserve,750ml,11.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/luc-pirlet-cabernet-sauvignon-reserve/p/99456750?s=2201&igrules=true
Cameleon Cabernet Sauvignon,750ml,13.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/cameleon-cabernet-sauvignon/p/213611750?s=2201&igrules=true
ReaLuna Prosecco,750ml,15.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/prosecco/extra-dry/realuna-prosecco/p/172975750?s=2201&igrules=true
Champagne Marie de Moy Brut,750ml,34.99,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/champagne-marie-de-moy-brut/p/238535750?s=2201&igrules=true
La Delizia Prosecco,750ml,10.99,https://www.totalwine.com/wine/champagne-sparkling-wine/prosecco/la-delizia-prosecco/p/139977750?s=2201&igrules=true
Drama Red Blend,750ml,9.99,https://www.totalwine.com/wine/red-wine/red-blend/drama-red-blend/p/178766750?s=2201&igrules=true
Belvino Pinot Grigio Gold,750ml,8.99,https://www.totalwine.com/wine/white-wine/pinot-grigio-pinot-gris/belvino-pinot-grigio-gold/p/235489750?s=2201&igrules=true
Borrasca Premium Rose Cuvee,750ml,19.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/sparkling-wine/demi-sec/borrasca-premium-rose-cuvee/p/231196750?s=2201&igrules=true
Harvester Cabernet Sauvignon Paso Robles,750ml,19.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/harvester-cabernet-sauvignon-paso-robles/p/134058750?s=2201&igrules=true
Line Shack Cabernet Sauvignon San Antonio Valley,750ml,17.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/line-shack-cabernet-sauvignon-san-antonio-valley/p/105047750?s=2201&igrules=true
Oak Ridge Cabernet Estate Grown Lodi,750ml,15.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/oak-ridge-cabernet-estate-grown-lodi/p/103498750?s=2201&igrules=true
Armani Prosecco,750ml,16.99,https://www.totalwine.com/wine/champagne-sparkling-wine/prosecco/armani-prosecco/p/114042750?s=2201&igrules=true
Levert Freres Cremant de Bourgogne Brut,750ml,18.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/sparkling-wine/brut/levert-freres-cremant-de-bourgogne-brut/p/172921750?s=2201&igrules=true
Carmen Gran Reserva Carmenere,750ml,15.99,https://www.totalwine.com/wine/red-wine/carmenere/carmen-gran-reserva-carmenere/p/233765750?s=2201&igrules=true
Baldacci Pinot Noir Elizabeth Carneros,750ml,39.99,https://www.totalwine.com/wine/red-wine/pinot-noir/baldacci-pinot-noir-elizabeth-carneros/p/130375750?s=2201&igrules=true
Grove Pinot Noir,750ml,21.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/grove-pinot-noir/p/174544750?s=2201&igrules=true
Bishop's Ring Cabernet Napa,750ml,39.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/bishops-ring-cabernet-napa/p/184733750?s=2201&igrules=true
Ropiteau Pinot Noir Reserve,750ml,13.99,https://www.totalwine.com/wine/red-wine/pinot-noir/ropiteau-pinot-noir-reserve/p/223395750?s=2201&igrules=true
Mascota Vineyards La Mascota Malbec,750ml,14.99,https://www.totalwine.com/wine/deals/red-wine/malbec/mascota-vineyards-la-mascota-malbec/p/130010750?s=2201&igrules=true
District Series Cabernet Alexander Valley,750ml,14.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/district-series-cabernet-alexander-valley/p/232022750?s=2201&igrules=true
Ropiteau Pinot Noir,750ml,10.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/ropiteau-pinot-noir/p/94711750?s=2201&igrules=true
Paso Highlands Cellars Cabernet Sauvignon Paso Highlands,750ml,18.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/paso-highlands-cellars-cabernet-sauvignon-paso-highlands/p/187719750?s=2201&igrules=true
Vinsacro Rioja Dioro,750ml,29.99,https://www.totalwine.com/wine/red-wine/tempranillo/vinsacro-rioja-dioro/p/98644750?s=2201&igrules=true
Bend Cabernet Sauvignon,750ml,8.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/bend-cabernet-sauvignon/p/178701750?s=2201&igrules=true
Mascota Vineyards Unanime,750ml,19.99,https://www.totalwine.com/wine/gift-center/deals/red-wine/cabernet-sauvignon/mascota-vineyards-unanime/p/130007750?s=2201&igrules=true
Carmen Gran Reserva Pinot Noir,750ml,16.99,https://www.totalwine.com/wine/red-wine/pinot-noir/carmen-gran-reserva-pinot-noir/p/233766750?s=2201&igrules=true
Chateau Fabregues Costieres de Nimes,750ml,16.99,https://www.totalwine.com/wine/deals/rose-blush-wine/rhone-blend/chateau-fabregues-costieres-de-nimes/p/140006750?s=2201&igrules=true
River Road Chardonnay Sonoma,750ml,17.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/river-road-chardonnay-sonoma/p/92742750?s=2201&igrules=true
Levert Freres Cremant de Bourgogne Brut Rose,750ml,18.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/sparkling-wine/rose/levert-freres-cremant-de-bourgogne-brut-rose/p/172922750?s=2201&igrules=true
Luc Pirlet Sauvignon Blanc,750ml,11.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/luc-pirlet-sauvignon-blanc/p/172977750?s=2201&igrules=true
Latimer Ranch Chardonnay Russian River Valley,750ml,27.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/latimer-ranch-chardonnay-russian-river-valley/p/223988750?s=2201&igrules=true
Heavenly Cream Chardonnay,750ml,14.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/heavenly-cream-chardonnay/p/213646750?s=2201&igrules=true
River Road Chardonnay Unoaked Reserve,750ml,17.99,https://www.totalwine.com/wine/white-wine/chardonnay/river-road-chardonnay-unoaked-reserve/p/235481750?s=2201&igrules=true
Witching Hour Cabernet Sauvignon,750ml,9.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/witching-hour-cabernet-sauvignon/p/224050750?s=2201&igrules=true
Ed Edmundo Pinot Noir Patagonia,750ml,9.99,https://www.totalwine.com/wine/red-wine/pinot-noir/ed-edmundo-pinot-noir-patagonia/p/235699750?s=2201&igrules=true
Sonoma Loeb Chardonnay Sonoma County,750ml,29.99,https://www.totalwine.com/wine/white-wine/chardonnay/sonoma-loeb-chardonnay-sonoma-county/p/8119750?s=2201&igrules=true
Chateau Capbern,750ml,39.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-capbern/p/1002618750?s=2201&igrules=true
Seven Rings Cabernet Oakville,750ml,39.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/seven-rings-cabernet-oakville/p/164566750?s=2201&igrules=true
Pina Cabernet Firehouse Rutherford,750ml,99.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/pina-cabernet-firehouse-rutherford/p/129100750?s=2201&igrules=true
Rivata Prosecco,750ml,11.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/prosecco/rivata-prosecco/p/115151750?s=2201&igrules=true
Post Summit Chardonnay Arroyo Seco,750ml,19.99,https://www.totalwine.com/wine/white-wine/chardonnay/post-summit-chardonnay-arroyo-seco/p/235925750?s=2201&igrules=true
Edouard Delaunay Bourgogne Septembre Blanc,750ml,19.99,https://www.totalwine.com/wine/white-wine/chardonnay/edouard-delaunay-bourgogne-septembre-blanc/p/231761750?s=2201&igrules=true
Crimson Ranch Chardonnay,750ml,14.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/crimson-ranch-chardonnay/p/161939750?s=2201&igrules=true
Barrelhouse Bourbon Cabernet Sauvignon,750ml,13.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/barrelhouse-bourbon-cabernet-sauvignon/p/174049750?s=2201&igrules=true
Harebrained Cabernet Sauvignon Napa,750ml,39.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/harebrained-cabernet-sauvignon-napa/p/235688750?s=2201&igrules=true
Olema Sparkling Brut,750ml,24.99,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/brut/olema-sparkling-brut/p/223945750?s=2201&igrules=true
Chateau Lagrange St. Julien,750ml,79.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-lagrange-st-julien/p/29018750?s=2201&igrules=true
Ed Edmundo Cabernet Sauvignon,750ml,9.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/ed-edmundo-cabernet-sauvignon/p/213639750?s=2201&igrules=true
Angeline Pinot Noir California,750ml,9.99,https://www.totalwine.com/wine/red-wine/pinot-noir/angeline-pinot-noir-california/p/106559750?s=2201&igrules=true
Olema Pinot Noir Sonoma County,750ml,19.99,https://www.totalwine.com/wine/red-wine/pinot-noir/olema-pinot-noir-sonoma-county/p/133454750?s=2201&igrules=true
De Margerie Grand Cru Brut,750ml,47.99,https://www.totalwine.com/wine/deals/gift-center/champagne-sparkling-wine/champagne/brut/de-margerie-grand-cru-brut/p/4032750?s=2201&igrules=true
Olema Cabernet Sauvignon Sonoma County,750ml,29.99,https://www.totalwine.com/wine/gift-center/deals/red-wine/cabernet-sauvignon/olema-cabernet-sauvignon-sonoma-county/p/101019750?s=2201&igrules=true
Montaudon Brut,750ml,39.99,https://www.totalwine.com/wine/gift-center/deals/champagne-sparkling-wine/champagne/brut/montaudon-brut/p/91436750?s=2201&igrules=true
Olema Chardonnay Reserve Sonoma County,750ml,19.99,https://www.totalwine.com/wine/white-wine/chardonnay/olema-chardonnay-reserve-sonoma-county/p/223999750?s=2201&igrules=true
Salmon Sancerre Vieilles Vignes,750ml,32.99,https://www.totalwine.com/wine/deals/gift-center/white-wine/sauvignon-blanc/salmon-sancerre-vieilles-vignes/p/13305750?s=2201&igrules=true
West Hill Knights Valley Red Wine,750ml,49.99,https://www.totalwine.com/wine/red-wine/red-blend/west-hill-knights-valley-red-wine/p/214200750?s=2201&igrules=true
Guy Mousset Cotes du Rhone Reserve,750ml,14.99,https://www.totalwine.com/wine/deals/red-wine/rhone-blend/guy-mousset-cotes-du-rhone-reserve/p/18266750?s=2201&igrules=true
Val Do Sosego Albarino Rias Baixas,750ml,16.99,https://www.totalwine.com/wine/deals/white-wine/albarino/val-do-sosego-albarino-rias-baixas/p/98494750?s=2201&igrules=true
Radius Red Blend Eclipse,750ml,14.99,https://www.totalwine.com/wine/red-wine/red-blend/radius-red-blend-eclipse/p/147684750?s=2201&igrules=true
John Legend Signature Series by LVE Cabernet Sauvignon,750ml,19.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/john-legend-signature-series-by-lve-cabernet-sauvignon/p/235789750?s=2201&igrules=true
Agitator Bourbon Barrel Cabernet Sauvignon,750ml,24.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/agitator-bourbon-barrel-cabernet-sauvignon/p/224527750?s=2201&igrules=true
Chateau Joanin Becot Castillion,750ml,33.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-joanin-becot-castillion/p/1010616750?s=2201&igrules=true
Carmen Cabernet Vintages Blend,750ml,24.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/carmen-cabernet-vintages-blend/p/233770750?s=2201&igrules=true
Dr Heidemanns Riesling QbA,750ml,12.99,https://www.totalwine.com/wine/deals/white-wine/riesling/dr-heidemanns-riesling-qba/p/96105750?s=2201&igrules=true
Il Duca Cardinal Sweet Red,750ml,12.99,https://www.totalwine.com/wine/red-wine/red-blend/il-duca-cardinal-sweet-red/p/174051750?s=2201&igrules=true
Armani Pinot Grigio Colle Ara Orange Wine,750ml,21.99,https://www.totalwine.com/wine/deals/gift-center/white-wine/pinot-grigio-pinot-gris/armani-pinot-grigio-colle-ara-orange-wine/p/38241750?s=2201&igrules=true
Kudos Pinot Gris Oregon,750ml,13.99,https://www.totalwine.com/wine/deals/white-wine/pinot-grigio-pinot-gris/kudos-pinot-gris-oregon/p/109694750?s=2201&igrules=true
Torial Red Blend,750ml,34.99,https://www.totalwine.com/wine/red-wine/zinfandel/torial-red-blend/p/178669750?s=2201&igrules=true
Quinta das Carvalhas Late-Bottled Vintage,750ml,21.99,https://www.totalwine.com/wine/deals/dessert-fortified-wine/port/late-bottle-vintage-port/quinta-das-carvalhas-late-bottled-vintage/p/129986750?s=2201&igrules=true
Tesoro della Regina Rose,750ml,14.99,https://www.totalwine.com/wine/rose-blush-wine/rose-blend/tesoro-della-regina-rose/p/224650750?s=2201&igrules=true
Bougrier Rose d'Anjou,750ml,12.99,https://www.totalwine.com/wine/rose-blush-wine/rose-blend/bougrier-rose-danjou/p/15384750?s=2201&igrules=true
Asua Rioja Reserva,750ml,27.99,https://www.totalwine.com/wine/deals/red-wine/tempranillo/asua-rioja-reserva/p/234144750?s=2201&igrules=true
